filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,wav2vec 2.0 (Transformer)_layer8_distance_tgt,wav2vec 2.0 (Transformer)_layer8_distance_oth,wav2vec 2.0 (Transformer)_layer9_distance_tgt,wav2vec 2.0 (Transformer)_layer9_distance_oth,wav2vec 2.0 (Transformer)_layer10_distance_tgt,wav2vec 2.0 (Transformer)_layer10_distance_oth,wav2vec 2.0 (Transformer)_layer11_distance_tgt,wav2vec 2.0 (Transformer)_layer11_distance_oth,wav2vec 2.0 (Transformer)_layer1_distance_tgt,wav2vec 2.0 (Transformer)_layer1_distance_oth,wav2vec 2.0 (Transformer)_layer2_distance_tgt,wav2vec 2.0 (Transformer)_layer2_distance_oth,wav2vec 2.0 (Transformer)_layer3_distance_tgt,wav2vec 2.0 (Transformer)_layer3_distance_oth,wav2vec 2.0 (Transformer)_layer4_distance_tgt,wav2vec 2.0 (Transformer)_layer4_distance_oth,wav2vec 2.0 (Transformer)_layer5_distance_tgt,wav2vec 2.0 (Transformer)_layer5_distance_oth,wav2vec 2.0 (Transformer)_layer6_distance_tgt,wav2vec 2.0 (Transformer)_layer6_distance_oth,wav2vec 2.0 (Transformer)_layer7_distance_tgt,wav2vec 2.0 (Transformer)_layer7_distance_oth,wav2vec 2.0 (Transformer)_layer12_distance_tgt,wav2vec 2.0 (Transformer)_layer12_distance_oth
ES_TRIP12315_1,ɤ:,y:,l,s,ES292,ES294,ES160,ES-participant5,ES-participant3,True,1,ES,6,0.4321497976779938,0.5693703293800354,0.263042002916336,0.3568380773067474,0.3449039757251739,0.3211548328399658,0.0961231812834739,0.0519729778170585,0.5329803228378296,0.5868567824363708,0.489509105682373,0.5643810033798218,0.4474480450153351,0.5340051651000977,0.4412485361099243,0.554009735584259,0.4272891879081726,0.5292647480964661,0.4300657510757446,0.5218406319618225,0.4477937221527099,0.5825785398483276,0.3570959568023681,0.3835324347019195
EN_TRIP6942_1,u,ʊ,z,b,EN2049,EN2074,EN1863,EN-participant7,EN-participant1,True,1,EN,1,0.5681934356689453,0.490587830543518,0.5370438694953918,0.3147346675395965,0.0913432464003562,0.121041439473629,0.0265328045934438,0.020382048562169,0.5456847548484802,0.5053235292434692,0.495354562997818,0.4671261310577392,0.457267701625824,0.4403677880764007,0.4497034251689911,0.4472510516643524,0.4305203855037689,0.4136147797107696,0.4329093098640442,0.4282408952713012,0.5300313234329224,0.4716675281524658,0.1760664880275726,0.0385672412812709
BR_TRIP14932_1,ũ,ĩ,z,b,BR574,BR554,BR673,BR-participant3,BR-participant1,True,1,BR,2,0.4428313970565796,0.56941819190979,0.2358538508415222,0.301350325345993,0.1507309377193451,0.4779010713100433,0.0161774922162294,0.0456561706960201,0.5673506259918213,0.5246593952178955,0.4824379682540893,0.4952690303325653,0.4733315706253052,0.4723502397537231,0.4663881659507751,0.4813492000102997,0.4587827920913696,0.4722076654434204,0.4493990838527679,0.4818253517150879,0.4341302216053009,0.5515599846839905,0.0229774378240108,0.3939398527145386
ES_TRIP4227_1,æ:,i:,m,v,ES10,ES44,ES247,ES-participant2,ES-participant1,True,1,ES,6,0.3434449434280395,0.5840261578559875,0.2730862498283386,0.4009624123573303,0.230637177824974,0.2009316831827163,0.0403887704014778,0.1007303297519683,0.4626610577106476,0.6623963117599487,0.4102481007575989,0.6251370310783386,0.3700688481330871,0.5942261219024658,0.333878755569458,0.6151976585388184,0.2832164764404297,0.5945978760719299,0.2679001688957214,0.5839665532112122,0.305648922920227,0.5757737159729004,0.2542110681533813,0.3948906660079956
GR_TRIP32421_1,ɪ,ʏ,ɡ,s,GR637,GR607,GR49,GR-participant1,GR-participant6,True,1,GR,3,0.3301295042037964,0.537621021270752,0.1820760816335678,0.2899525165557861,0.2215762585401535,0.2387087941169738,0.0551326945424079,0.0578910522162914,0.4586046636104584,0.5170480012893677,0.4031858444213867,0.4686458706855774,0.3635185658931732,0.4327190816402435,0.3685227036476135,0.4662058353424072,0.3341856896877289,0.4734693765640259,0.294566810131073,0.4814392328262329,0.3168194591999054,0.5226203799247742,0.26151043176651,0.3039656281471252
EN_TRIP20970_1,ʌ,ʊ,t,s,EN521,EN760,EN2003,EN-participant2,EN-participant7,True,1,EN,1,0.4989606142044067,0.5230444669723511,0.291903406381607,0.4194115102291107,0.0472529269754886,0.0562891066074371,0.0170163754373788,0.0283518116921186,0.5500526428222656,0.5295567512512207,0.4922895133495331,0.4775459170341491,0.4653738737106323,0.4621945023536682,0.4651338160037994,0.4697620272636413,0.4444689452648163,0.4385381042957306,0.4283728897571563,0.4626419842243194,0.4570817947387695,0.5107278227806091,0.4693919122219085,0.5974082350730896
GR_TRIP36819_0,iː,ʏ,f,s,GR630,GR566,GR2,GR-participant1,GR-participant6,False,0,GR,3,0.5107598900794983,0.6319712996482849,0.314641535282135,0.3812184333801269,0.2228790819644928,0.3060314059257507,0.0268201641738414,0.0544640608131885,0.5422884225845337,0.6793564558029175,0.4923996031284332,0.6300618648529053,0.4568503499031067,0.6047547459602356,0.4525706171989441,0.610641598701477,0.4227699339389801,0.57794189453125,0.3972617983818054,0.533672034740448,0.4490365982055664,0.5729008316993713,0.0594681836664676,0.15264393389225
TU_TRIP375_0,u,i,f,z,TU99,TU120,TU202,TU-participant4,TU-participant1,False,0,TU,5,0.6963531374931335,0.8177704811096191,0.4753698408603668,0.5826055407524109,0.3335751593112945,0.3099081218242645,0.0258086752146482,0.026751959696412,0.6278197765350342,0.737226128578186,0.638984203338623,0.7564345002174377,0.620437502861023,0.7336648106575012,0.6484273076057434,0.7610781192779541,0.6631638407707214,0.7803760766983032,0.6639399528503418,0.791782021522522,0.6501580476760864,0.8098785281181335,0.0737913027405738,0.0587119720876216
FR_TRIP57135_0,o,œ,f,f,FR1657,FR1615,FR2192,FR-participant4,FR-participant3,False,0,FR,0,0.5611669421195984,0.6447370052337646,0.343806505203247,0.4577614963054657,0.171410858631134,0.1677345335483551,0.0582664087414741,0.0465977266430854,0.5835574269294739,0.6253156661987305,0.5435382723808289,0.569415807723999,0.4972256124019623,0.5454644560813904,0.4984279870986938,0.5483349561691284,0.5228968262672424,0.5671502351760864,0.5460637807846069,0.6200739741325378,0.5734332203865051,0.6580483317375183,0.1664734482765197,0.4819113910198211
FR_TRIP82214_0,ø,ɔ,z,b,FR3766,FR3433,FR1831,FR-participant5,FR-participant2,False,0,FR,0,0.4873315989971161,0.4411615133285522,0.2672659754753113,0.266391783952713,0.1291242688894271,0.2157550901174545,0.0245007444173097,0.053355623036623,0.4731330573558807,0.4708707332611084,0.4400233924388885,0.4219885766506195,0.4032917022705078,0.3685652911663055,0.4053298234939575,0.3936624228954315,0.3871833086013794,0.3795341253280639,0.378339022397995,0.3704135417938232,0.4240038692951202,0.3938870728015899,0.1119855716824531,0.2666891515254974
BR_TRIP31222_0,ũ,ĩ,f,s,BR896,BR969,BR674,BR-participant5,BR-participant1,False,0,BR,2,0.466270238161087,0.405598372220993,0.2752995789051056,0.2966371774673462,0.203439399600029,0.4142427444458008,0.021876061335206,0.0525834858417511,0.4603061378002167,0.4724545180797577,0.4396292567253113,0.4542923867702484,0.424596756696701,0.4375645816326141,0.4412335157394409,0.4466898739337921,0.4542226493358612,0.4071948230266571,0.4931821525096893,0.3793156445026397,0.5135118365287781,0.3663718402385711,0.0489350594580173,0.1552588492631912
TU_TRIP9072_0,ɯ,i,ʃ,t,TU242,TU221,TU86,TU-participant1,TU-participant4,False,0,TU,5,0.571587085723877,0.5461695194244385,0.3741990029811859,0.2517736256122589,0.3465871810913086,0.2505336403846741,0.0753630176186561,0.038277830928564,0.4986627101898193,0.5843788981437683,0.4441478848457336,0.5394640564918518,0.4266986846923828,0.5317734479904175,0.4416311979293823,0.5478437542915344,0.4602172374725342,0.5391151309013367,0.4700424075126648,0.5583471655845642,0.5437299609184265,0.5501248240470886,0.3323116600513458,0.1240669414401054
FR_TRIP66168_0,ɛ̃,e,z,f,FR1483,FR1626,FR717,FR-participant4,FR-participant2,False,0,FR,0,0.6295084953308105,0.6319675445556641,0.3938235938549042,0.4567628502845764,0.3045701384544372,0.2672034502029419,0.0541176833212375,0.0315620601177215,0.6504062414169312,0.7234095335006714,0.6121845841407776,0.6518419981002808,0.55592942237854,0.6086145639419556,0.5329289436340332,0.6241369843482971,0.5341781377792358,0.6214857697486877,0.535663366317749,0.6273180246353149,0.6056725978851318,0.6237676739692688,0.1655301302671432,0.0886277854442596
EN_TRIP17662_1,æ,ʌ,z,f,EN2819,EN2674,EN983,EN-participant8,EN-participant4,True,1,EN,1,0.4030489027500152,0.5604591369628906,0.2313706129789352,0.2666628956794739,0.1103989034891128,0.2382541745901107,0.0180643796920776,0.0557169988751411,0.439690500497818,0.6056823134422302,0.3896742761135101,0.5744497776031494,0.3578079640865326,0.5430104732513428,0.3646828830242157,0.554082453250885,0.3687514364719391,0.5555925965309143,0.351610004901886,0.5330858826637268,0.3749775886535644,0.5506666898727417,0.0367804877460002,0.2269607484340667
TU_TRIP10869_1,ɯ,y,f,z,TU240,TU257,TU159,TU-participant1,TU-participant3,True,1,TU,5,0.3717108368873596,0.5497146844863892,0.1925123482942581,0.3725133836269378,0.2137494832277298,0.2359248101711273,0.0311730057001113,0.0374258197844028,0.5355709791183472,0.6271263360977173,0.4887103140354156,0.5660493969917297,0.4446040689945221,0.5400794148445129,0.4509131908416748,0.5524672865867615,0.4493722915649414,0.5551835894584656,0.4184010922908783,0.5217349529266357,0.4019195139408111,0.5057319402694702,0.0960929989814758,0.1139156520366668
GR_TRIP75649_0,yː,aː,ɡ,s,GR769,GR738,GR472,GR-participant5,GR-participant3,False,0,GR,3,0.4889799654483795,0.6619344353675842,0.3161340057849884,0.3878557682037353,0.1912445127964019,0.1461968719959259,0.0425561778247356,0.0384612157940864,0.5852537155151367,0.7167915105819702,0.5140037536621094,0.6963891983032227,0.4775157272815704,0.6676055192947388,0.4782312512397766,0.6881730556488037,0.4486368000507355,0.6508451700210571,0.4429533183574676,0.6298919916152954,0.4795474410057068,0.65328449010849,0.1461021453142166,0.0927526429295539
GL_TRIP2386_0,ɛ,i,p,p,GLO57,GLO165,GLO39,S07F,S03M,False,0,GL,4,0.4318884611129761,0.5130627155303955,0.2962604165077209,0.3592216074466705,0.0817999988794326,0.1215655580163002,0.0204284749925136,0.0258394908159971,0.5277273654937744,0.5618157982826233,0.4555589556694031,0.4949309527873993,0.4036249220371246,0.4611712098121643,0.3839006125926971,0.4621364772319793,0.3740259110927582,0.4813965260982513,0.3804945349693298,0.5253297090530396,0.4049791395664215,0.5234604477882385,0.0497242212295532,0.0603663101792335
FR_TRIP49305_1,ɔ,œ,z,b,FR37,FR178,FR4004,FR-participant6,FR-participant8,True,1,FR,0,0.5181868076324463,0.6663713455200195,0.3744136393070221,0.4649535417556762,0.2477713674306869,0.22796131670475,0.065122053027153,0.0781980454921722,0.4975553154945373,0.6779494881629944,0.453350692987442,0.6223303079605103,0.4184354543685913,0.5899598598480225,0.3926325142383575,0.6166983842849731,0.4171270132064819,0.6255128383636475,0.4385563135147095,0.6591984629631042,0.4447847902774811,0.6584850549697876,0.2842825353145599,0.1330384165048599
TU_TRIP7413_0,u,ɯ,t,s,TU34,TU53,TU135,TU-participant2,TU-participant3,False,0,TU,5,0.2781472504138946,0.2945927381515503,0.1586732417345047,0.1685243844985962,0.2191380262374878,0.0894650146365165,0.041334081441164,0.0110466964542865,0.4022768437862396,0.4636412262916565,0.3460681140422821,0.3919685482978821,0.3133911192417145,0.3369840085506439,0.2915015816688537,0.3128875494003296,0.3077123761177063,0.3108038008213043,0.2989524006843567,0.2965924739837646,0.2705429792404175,0.2907459437847137,0.1271321028470993,0.0199161022901535
BR_TRIP16577_1,ẽ,ũ,m,d,BR553,BR596,BR843,BR-participant3,BR-participant1,True,1,BR,2,0.6376418471336365,0.715599536895752,0.5129687786102295,0.4240998327732086,0.5007004141807556,0.2229207307100296,0.0744157582521438,0.0190535821020603,0.7157614231109619,0.598545253276825,0.6274060606956482,0.6035637259483337,0.592129647731781,0.6033211946487427,0.5684200525283813,0.6284594535827637,0.5389383435249329,0.6291916370391846,0.5659487247467041,0.6324434876441956,0.6310447454452515,0.6663250923156738,0.2765312492847442,0.0422738268971443
FR_TRIP17469_1,o,ɔ,z,f,FR1891,FR2219,FR1644,FR-participant3,FR-participant4,True,1,FR,0,0.6224533319473267,0.6568374633789062,0.4633457660675049,0.5583932995796204,0.2031227797269821,0.2296561896800995,0.0484812036156654,0.0485364012420177,0.6144846677780151,0.6454911828041077,0.5703878402709961,0.5987242460250854,0.5355803966522217,0.5651829242706299,0.5479211211204529,0.581645667552948,0.5695686340332031,0.6164389252662659,0.5591657757759094,0.5792174935340881,0.5829750895500183,0.6274867057800293,0.2239092290401458,0.3518893420696258
GR_TRIP52831_1,yː,uː,ts,k,GR9,GR77,GR184,GR-participant6,GR-participant2,True,1,GR,3,0.5357174277305603,0.4557520747184753,0.3225273191928863,0.2149740308523178,0.1899627745151519,0.0889992490410804,0.0202017482370138,0.0075687770731747,0.5988934636116028,0.5248128771781921,0.5413714051246643,0.4895876049995422,0.5035178065299988,0.4616816639900207,0.5001615881919861,0.4631725549697876,0.4927968084812164,0.4756201505661011,0.4929509162902832,0.478862851858139,0.5171470046043396,0.4685288667678833,0.0625885650515556,0.0122781069949269
GL_TRIP1760_0,ɔ,o,p,p,GLO74,GLO124,GLO132,S02M,S03M,False,0,GL,4,0.3473893702030182,0.4159877896308899,0.2186119705438614,0.28756844997406,0.0701611936092376,0.0812739208340644,0.017957778647542,0.0242216885089874,0.4440550506114959,0.4973728656768799,0.3695413768291473,0.4447479546070099,0.3321462869644165,0.4037749469280243,0.3244850039482116,0.4058311581611633,0.3106047809123993,0.3991558849811554,0.3175880312919616,0.4089940786361694,0.3392554819583893,0.4169778823852539,0.0333840884268283,0.0449731163680553
EN_TRIP40212_0,i,ɪ,z,b,EN1888,EN1569,EN19,EN-participant1,EN-participant6,False,0,EN,1,0.4281914830207824,0.6375404000282288,0.3009819090366363,0.4371293485164642,0.2426528632640838,0.2007220536470413,0.0316157899796962,0.0366217754781246,0.5355929732322693,0.6497806310653687,0.4597148299217224,0.5883781313896179,0.4107019305229187,0.5710334777832031,0.3965328633785248,0.6049498915672302,0.3578199446201324,0.6085339784622192,0.3235078752040863,0.5922340750694275,0.3900579214096069,0.5929368138313293,0.141115516424179,0.1162774413824081
BR_TRIP16676_0,õ,ɐ̃,m,d,BR569,BR543,BR429,BR-participant3,BR-participant4,False,0,BR,2,0.6703698635101318,0.6566211581230164,0.431246817111969,0.4885985851287842,0.4222536087036133,0.3081738352775574,0.1076385453343391,0.056608960032463,0.6369640231132507,0.6525758504867554,0.5804941058158875,0.622016966342926,0.5705639719963074,0.594880998134613,0.6023870706558228,0.631575345993042,0.5772304534912109,0.6149053573608398,0.5920628905296326,0.584324300289154,0.6535356640815735,0.6368061900138855,0.2161185443401336,0.1410828381776809
TU_TRIP8400_1,y,ɯ,p,t,TU50,TU56,TU82,TU-participant2,TU-participant4,True,1,TU,5,0.5113540291786194,0.5749908685684204,0.2477813959121704,0.2769209444522857,0.1591283231973648,0.1496602892875671,0.018779881298542,0.0140787698328495,0.6528711318969727,0.7372192144393921,0.6012073755264282,0.6458327770233154,0.5717344880104065,0.6188759207725525,0.568022608757019,0.6123343706130981,0.5629805326461792,0.615456759929657,0.5177422761917114,0.5911107063293457,0.4919455945491791,0.5976210832595825,0.0389917194843292,0.0290361680090427
BR_TRIP58573_0,i,ĩ,f,s,BR742,BR646,BR994,BR-participant1,BR-participant5,False,0,BR,2,0.3964667916297912,0.4433646500110626,0.2573799192905426,0.2982104122638702,0.1636027544736862,0.2629061341285705,0.024970332160592,0.0263763647526502,0.4019311070442199,0.4819778800010681,0.3405918478965759,0.4491771161556244,0.2980440855026245,0.4096158742904663,0.2899170219898224,0.4286057353019714,0.2829639315605163,0.4302187263965606,0.2724729478359222,0.4433750808238983,0.3245943188667297,0.4393168091773987,0.0490497276186943,0.078638769686222
BR_TRIP32099_0,ɐ̃,ĩ,l,s,BR946,BR876,BR294,BR-participant5,BR-participant4,False,0,BR,2,0.5637557506561279,0.6694400906562805,0.3814008235931396,0.3995347321033478,0.3164982795715332,0.3638377785682678,0.0230488814413547,0.0316600613296031,0.5433200001716614,0.6588312387466431,0.5103105902671814,0.631242036819458,0.4943074285984039,0.6042828559875488,0.5490531325340271,0.6354379057884216,0.5438236594200134,0.6333020329475403,0.5649523735046387,0.6419909000396729,0.5797446966171265,0.6536691188812256,0.0540828071534633,0.0747026056051254
BR_TRIP16513_1,ẽ,õ,m,d,BR553,BR569,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.5393975377082825,0.6238895654678345,0.3989213407039642,0.4113316237926483,0.2040608525276184,0.1988393813371658,0.0477507151663303,0.0495088584721088,0.6202054023742676,0.6534277200698853,0.5155364871025085,0.6109439730644226,0.4900530576705932,0.605910062789917,0.4980505406856537,0.6601423025131226,0.4828022420406341,0.6374476552009583,0.4789683520793915,0.5658590197563171,0.5154509544372559,0.587405264377594,0.0868434980511665,0.0960944220423698
FR_TRIP38289_1,ɛ̃,ɑ̃,f,f,FR4094,FR4487,FR126,FR-participant8,FR-participant6,True,1,FR,0,0.4987513720989227,0.5754913091659546,0.2898361086845398,0.443918913602829,0.106249563395977,0.1584540903568267,0.0403723642230033,0.0305451471358537,0.5252644419670105,0.5560131669044495,0.4896481931209564,0.5257773399353027,0.4824477434158325,0.4943907856941223,0.4943960905075073,0.509998619556427,0.4903635680675506,0.4786484241485595,0.4956829845905304,0.5116976499557495,0.5041674375534058,0.5822654962539673,0.4623773396015167,0.1441001445055008
ES_TRIP37058_0,y:,æ:,m,v,ES246,ES247,ES354,ES-participant1,ES-participant5,False,0,ES,6,0.4368630647659302,0.5891440510749817,0.3037408590316772,0.4167393147945404,0.4053074419498443,0.2975949347019195,0.0470315590500831,0.0481930784881114,0.4888824820518493,0.584629237651825,0.4229112863540649,0.5453266501426697,0.3812368512153625,0.496677428483963,0.3773832619190216,0.5045453906059265,0.3747691512107849,0.4845782816410064,0.3691975474357605,0.5049959421157837,0.3756747543811798,0.5488437414169312,0.4183328747749328,0.2457452416419983
GR_TRIP65353_1,yː,uː,z,t,GR282,GR332,GR469,GR-participant4,GR-participant3,True,1,GR,3,0.5754722952842712,0.5903118848800659,0.3841948211193084,0.3936438262462616,0.2459228783845901,0.3128569722175598,0.0368644408881664,0.0881939008831977,0.6833035945892334,0.6719260215759277,0.6230950951576233,0.5900130867958069,0.5132407546043396,0.5495750904083252,0.5939170718193054,0.5795416831970215,0.5876104235649109,0.560003399848938,0.6044275760650635,0.54864901304245,0.667141318321228,0.5366426110267639,0.2907043695449829,0.3145260512828827
BR_TRIP64729_0,a,ɐ̃,k,s,BR743,BR761,BR922,BR-participant1,BR-participant5,False,0,BR,2,0.3486184775829315,0.5003568530082703,0.1850260943174362,0.2887448370456695,0.0835959687829017,0.0709852278232574,0.0358368754386901,0.0304610654711723,0.4662656486034393,0.5505031943321228,0.4251213073730469,0.5182279348373413,0.4118147790431976,0.5155934691429138,0.4316710233688354,0.5349975824356079,0.4306709766387939,0.5199131369590759,0.3990088999271393,0.5040902495384216,0.3793206512928009,0.5151566863059998,0.0581283681094646,0.0634336322546005
FR_TRIP7230_1,ɔ,u,z,b,FR1018,FR1081,FR3433,FR-participant2,FR-participant5,True,1,FR,0,0.2694790363311767,0.4471171498298645,0.1282127499580383,0.2272835075855255,0.0659342631697654,0.1459639221429824,0.0063084331341087,0.0201833620667457,0.4197790324687958,0.5238159894943237,0.3713425099849701,0.4766817092895508,0.3214984238147735,0.4287187755107879,0.3055309653282165,0.4272707998752594,0.2911935150623321,0.4418163299560547,0.2664587497711181,0.4054596424102783,0.2579087615013122,0.393978089094162,0.0149762332439422,0.0416133441030979
GR_TRIP69838_0,aː,ʏ,f,t,GR739,GR694,GR600,GR-participant5,GR-participant1,False,0,GR,3,0.5284241437911987,0.7058976888656616,0.3133420944213867,0.4380079209804535,0.2631811201572418,0.1056023687124252,0.0621834136545658,0.0195650104433298,0.5761106610298157,0.7497206330299377,0.5324581861495972,0.6833543181419373,0.4762357771396637,0.67621248960495,0.4867787659168243,0.685204267501831,0.464878648519516,0.652495801448822,0.4359703958034515,0.6253275871276855,0.5077977180480957,0.6591388583183289,0.4432956874370575,0.44029501080513
BR_TRIP22148_1,õ,ũ,k,b,BR975,BR902,BR423,BR-participant5,BR-participant4,True,1,BR,2,0.5862343907356262,0.6603930592536926,0.3949288427829742,0.5981116890907288,0.0455231294035911,0.0754479840397834,0.0159877780824899,0.0365605093538761,0.4856621623039245,0.5578000545501709,0.470101535320282,0.538973867893219,0.4769530296325683,0.5403421521186829,0.5034892559051514,0.5338202714920044,0.4845756590366363,0.545497477054596,0.5056711435317993,0.5561327338218689,0.5577534437179565,0.6283572316169739,0.1615927815437317,0.1834979653358459
ES_TRIP7463_1,ɤ:,ø:,l,s,ES31,ES30,ES124,ES-participant2,ES-participant4,True,1,ES,6,0.456823468208313,0.522341787815094,0.2650302350521087,0.2861162722110748,0.2064476609230041,0.1645908653736114,0.048775129020214,0.0139645710587501,0.6151384115219116,0.5599502325057983,0.4977525174617767,0.504440426826477,0.4438993036746979,0.4533153474330902,0.4361971020698547,0.4398594796657562,0.4184709787368774,0.4134240746498108,0.4181218445301056,0.4120033085346222,0.4526852071285248,0.4780189096927643,0.2293045669794082,0.0322985984385013
BR_TRIP10726_1,i,ɛ,d,s,BR46,BR74,BR741,BR-participant2,BR-participant1,True,1,BR,2,0.3218306601047516,0.6749460697174072,0.2270866483449936,0.561543345451355,0.1593154519796371,0.3929280936717987,0.0265214052051305,0.091333694756031,0.4396912753582001,0.621843695640564,0.3826851844787597,0.5730661749839783,0.3379251658916473,0.5376297831535339,0.3303577601909637,0.5697683095932007,0.3089658617973327,0.5528512597084045,0.2838430404663086,0.5165190100669861,0.2832837402820587,0.5638999342918396,0.0745736137032508,0.6631252765655518
GR_TRIP78810_0,yː,øː,l,t,GR687,GR756,GR528,GR-participant5,GR-participant1,False,0,GR,3,0.5145553946495056,0.5730200409889221,0.2955652475357055,0.3708456456661224,0.1601506918668747,0.081102468073368,0.0520570576190948,0.0286621358245611,0.6602802276611328,0.6414052844047546,0.5927072167396545,0.5926254987716675,0.5572301745414734,0.5367704033851624,0.5476638078689575,0.5227832794189453,0.5135698318481445,0.5045565366744995,0.4991371631622314,0.5092422366142273,0.5012239217758179,0.5538188815116882,0.2208044081926345,0.0860936492681503
BR_TRIP21237_0,ĩ,ɐ̃,s,t,BR559,BR619,BR648,BR-participant3,BR-participant1,False,0,BR,2,0.4146583378314972,0.5868603587150574,0.2707076966762543,0.3680002093315124,0.1377877593040466,0.0984324887394905,0.0345439501106739,0.0246471129357814,0.478464275598526,0.5675740838050842,0.448845773935318,0.5515463352203369,0.4249157905578613,0.5281152725219727,0.4470396637916565,0.5548945665359497,0.4561212658882141,0.5537214875221252,0.4179360866546631,0.5347964763641357,0.4078173339366913,0.5548805594444275,0.0545442588627338,0.1254826933145523
ES_TRIP11930_0,ø:,y:,l,s,ES291,ES318,ES195,ES-participant5,ES-participant3,False,0,ES,6,0.4109274744987488,0.5437533855438232,0.2813061773777008,0.3804145455360412,0.3460969924926758,0.360207736492157,0.0646809339523315,0.0414767898619174,0.5204920172691345,0.6204232573509216,0.4709754288196563,0.5628116130828857,0.4355821311473846,0.519870936870575,0.4459137320518493,0.525440514087677,0.4277187287807464,0.5114409923553467,0.4183226823806762,0.5160976052284241,0.4227060377597809,0.5211532115936279,0.3745322525501251,0.2833690643310547
GL_TRIP1329_1,e,ɛ,g,g,GLO0,GLO152,GLO137,S04F,S05M,True,1,GL,4,0.4046280682086944,0.4220564365386963,0.2513567209243774,0.2991546988487243,0.0941532626748085,0.1094908788800239,0.0309353824704885,0.0317142941057682,0.4441802501678467,0.4871164560317993,0.381132572889328,0.4277634620666504,0.3542019426822662,0.4044382572174072,0.3438098132610321,0.4062844812870025,0.3249734044075012,0.4138221740722656,0.3735217750072479,0.4431296586990356,0.3959749639034271,0.4350363612174988,0.0739873573184013,0.0722213834524154
FR_TRIP66305_1,ɛ,ɛ̃,z,f,FR1566,FR1483,FR4356,FR-participant4,FR-participant8,True,1,FR,0,0.5721983313560486,0.657466471195221,0.3603572845458984,0.3883185088634491,0.0781139433383941,0.0775793194770813,0.0342994406819343,0.0151144228875637,0.6187376379966736,0.6764208674430847,0.5622611045837402,0.6151608824729919,0.5333138108253479,0.5866425633430481,0.5268344879150391,0.5982313752174377,0.5385209918022156,0.6160987019538879,0.5250179171562195,0.5984840989112854,0.5638726353645325,0.6397196650505066,0.4455197751522064,0.3060100078582763
GR_TRIP47926_1,ɪ,iː,f,t,GR12,GR35,GR187,GR-participant6,GR-participant2,True,1,GR,3,0.4784986972808838,0.688098669052124,0.3642140328884125,0.4827888309955597,0.1948006898164749,0.1253190338611602,0.0319564118981361,0.0224215909838676,0.5413790941238403,0.7505702972412109,0.5012993812561035,0.6586012840270996,0.457400381565094,0.6399343013763428,0.4372711181640625,0.6356253623962402,0.4070087373256683,0.6252396702766418,0.4490954279899597,0.6660927534103394,0.4614335596561432,0.6616721749305725,0.2027955204248428,0.0494180545210838
EN_TRIP4023_0,æ,ʌ,t,s,EN124,EN250,EN1428,EN-participant6,EN-participant3,False,0,EN,1,0.4699389040470123,0.4513476192951202,0.2689580917358398,0.2254135906696319,0.0487356148660182,0.0413392409682273,0.0143467541784048,0.0062218899838626,0.4629162549972534,0.5228027105331421,0.4277400970458984,0.4729547500610351,0.3993201553821563,0.4557542204856872,0.403359591960907,0.4860144257545471,0.3724617063999176,0.4566076993942261,0.3792341947555542,0.4649862051010132,0.458801805973053,0.4705009758472442,0.0335061699151992,0.1708695590496063
ES_TRIP9587_0,ø:,æ:,s,t,ES297,ES289,ES117,ES-participant5,ES-participant4,False,0,ES,6,0.5139617919921875,0.6236834526062012,0.2487120181322097,0.323649913072586,0.1144559010863304,0.1149372681975364,0.0405392982065677,0.0336450189352035,0.5233462452888489,0.6804009675979614,0.4781183302402496,0.6446999907493591,0.446658730506897,0.6131927967071533,0.4653010368347168,0.6357420682907104,0.4648362696170807,0.6165017485618591,0.460514485836029,0.5870683789253235,0.5328911542892456,0.5989621877670288,0.0684746131300926,0.0531919337809085
GR_TRIP2833_1,aː,yː,ɡ,s,GR201,GR226,GR703,GR-participant2,GR-participant5,True,1,GR,3,0.5053446292877197,0.5666202306747437,0.3231969475746155,0.3269135355949402,0.3103328645229339,0.1871073246002197,0.0664249137043953,0.0265332106500864,0.5364482998847961,0.6707742214202881,0.4877691566944122,0.6212739944458008,0.4489969909191131,0.5642644762992859,0.4321132302284241,0.5901131629943848,0.3908056616783142,0.5657224655151367,0.3897506892681122,0.5626420974731445,0.4448991417884826,0.5671046376228333,0.5018417835235596,0.2166731506586074
FR_TRIP76548_0,ø,œ,f,f,FR3981,FR3566,FR1847,FR-participant5,FR-participant3,False,0,FR,0,0.3794136047363281,0.3268657028675079,0.2710195481777191,0.2093761563301086,0.0795495957136154,0.0847245976328849,0.0227110870182514,0.0216640569269657,0.3232638835906982,0.3546330034732818,0.3092097043991089,0.3315909802913666,0.2800511419773102,0.2944405376911163,0.2789009809494018,0.2901805937290191,0.2922752201557159,0.2762709856033325,0.3144390881061554,0.2842364609241485,0.3780179321765899,0.3190436065196991,0.0561134591698646,0.2050305306911468
