index,#file_source,#file_extract,onset,offset,speaker,language,#phone,prev_phone,next_phone,context,dataset
FR3035,participant7_fr8.wav,FR3035.wav,6.27,6.64,FR-participant7,FR,œ,f,t,f_t,WorldVowels
FR3036,participant7_fr8.wav,FR3036.wav,7.77,8.15,FR-participant7,FR,œ,t,f,t_f,WorldVowels
FR3037,participant7_fr8.wav,FR3037.wav,8.98,9.56,FR-participant7,FR,œ,s,p,s_p,WorldVowels
FR3038,participant7_fr8.wav,FR3038.wav,10.8,11.27901,FR-participant7,FR,œ,l,b,l_b,WorldVowels
FR3039,participant7_fr8.wav,FR3039.wav,12.38,12.87,FR-participant7,FR,œ,s,t,s_t,WorldVowels
FR3040,participant7_fr8.wav,FR3040.wav,15.04,15.59,FR-participant7,FR,œ,ts,k,ts_k,WorldVowels
FR3041,participant7_fr8.wav,FR3041.wav,16.61336,16.92,FR-participant7,FR,œ,ʃ,t,ʃ_t,WorldVowels
FR3042,participant7_fr8.wav,FR3042.wav,17.88,18.24,FR-participant7,FR,œ,p,t,p_t,WorldVowels
FR3043,participant7_fr8.wav,FR3043.wav,19.8,20.3,FR-participant7,FR,œ,t,s,t_s,WorldVowels
FR3044,participant7_fr8.wav,FR3044.wav,21.38817,21.8,FR-participant7,FR,œ,l,t,l_t,WorldVowels
FR3045,participant7_fr8.wav,FR3045.wav,23.23,23.84,FR-participant7,FR,œ,d,k,d_k,WorldVowels
FR3046,participant7_fr8.wav,FR3046.wav,24.83,25.36,FR-participant7,FR,œ,f,z,f_z,WorldVowels
FR3047,participant7_fr8.wav,FR3047.wav,26.29,26.81,FR-participant7,FR,œ,d,g,d_g,WorldVowels
FR3048,participant7_fr8.wav,FR3048.wav,27.9,28.12,FR-participant7,FR,œ,t,t,t_t,WorldVowels
FR3049,participant7_fr8.wav,FR3049.wav,29.29,29.95,FR-participant7,FR,œ,ks,d,ks_d,WorldVowels
FR3050,participant7_fr8.wav,FR3050.wav,30.971,31.35,FR-participant7,FR,œ,ʃ,v,ʃ_v,WorldVowels
FR3051,participant7_fr8.wav,FR3051.wav,34.2,34.7,FR-participant7,FR,a,t,ʃ,t_ʃ,WorldVowels
FR3052,participant7_fr8.wav,FR3052.wav,35.47,35.94,FR-participant7,FR,a,n,t,n_t,WorldVowels
FR3053,participant7_fr8.wav,FR3053.wav,36.81922,37.2,FR-participant7,FR,a,l,g,l_g,WorldVowels
FR3054,participant7_fr8.wav,FR3054.wav,38.84,39.33,FR-participant7,FR,a,b,f,b_f,WorldVowels
FR3055,participant7_fr8.wav,FR3055.wav,40.31055,40.71,FR-participant7,FR,a,d,ʃ,d_ʃ,WorldVowels
FR3057,participant7_fr8.wav,FR3057.wav,43.09,43.48,FR-participant7,FR,ɛ,m,d,m_d,WorldVowels
FR3058,participant7_fr8.wav,FR3058.wav,45.83,46.19,FR-participant7,FR,a,k,f,k_f,WorldVowels
FR3059,participant7_fr8.wav,FR3059.wav,47.08,47.51,FR-participant7,FR,a,z,f,z_f,WorldVowels
FR3060,participant7_fr3.wav,FR3060.wav,0.83,1.25,FR-participant7,FR,i,f,z,f_z,WorldVowels
FR3061,participant7_fr3.wav,FR3061.wav,2.09,2.51,FR-participant7,FR,i,d,g,d_g,WorldVowels
FR3062,participant7_fr3.wav,FR3062.wav,3.23,3.69,FR-participant7,FR,i,t,t,t_t,WorldVowels
FR3063,participant7_fr3.wav,FR3063.wav,4.61,5.11,FR-participant7,FR,i,ks,d,ks_d,WorldVowels
FR3065,participant7_fr3.wav,FR3065.wav,7.65,8.25,FR-participant7,FR,y,t,ʃ,t_ʃ,WorldVowels
FR3066,participant7_fr3.wav,FR3066.wav,9.08,9.57,FR-participant7,FR,y,n,t,n_t,WorldVowels
FR3067,participant7_fr3.wav,FR3067.wav,10.42,10.92,FR-participant7,FR,y,l,g,l_g,WorldVowels
FR3068,participant7_fr3.wav,FR3068.wav,11.81,12.34,FR-participant7,FR,y,b,f,b_f,WorldVowels
FR3069,participant7_fr3.wav,FR3069.wav,13.33,13.85,FR-participant7,FR,y,d,ʃ,d_ʃ,WorldVowels
FR3070,participant7_fr3.wav,FR3070.wav,14.72,15.09,FR-participant7,FR,y,z,b,z_b,WorldVowels
FR3071,participant7_fr3.wav,FR3071.wav,16.11,16.52,FR-participant7,FR,y,m,d,m_d,WorldVowels
FR3072,participant7_fr3.wav,FR3072.wav,17.56,17.98,FR-participant7,FR,y,k,f,k_f,WorldVowels
FR3074,participant7_fr3.wav,FR3074.wav,20.32,20.82863,FR-participant7,FR,y,s,d,s_d,WorldVowels
FR3075,participant7_fr3.wav,FR3075.wav,21.73,22.08,FR-participant7,FR,y,k,r,k_r,WorldVowels
FR3076,participant7_fr3.wav,FR3076.wav,23.09,23.49,FR-participant7,FR,y,d,s,d_s,WorldVowels
FR3077,participant7_fr3.wav,FR3077.wav,24.28,24.83,FR-participant7,FR,y,ɡ,s,ɡ_s,WorldVowels
FR3078,participant7_fr3.wav,FR3078.wav,27.69,28.11,FR-participant7,FR,y,p,p,p_p,WorldVowels
FR3079,participant7_fr3.wav,FR3079.wav,29.2405,29.70679,FR-participant7,FR,y,z,t,z_t,WorldVowels
FR3080,participant7_fr3.wav,FR3080.wav,30.65,31.08,FR-participant7,FR,y,b,s,b_s,WorldVowels
FR3081,participant7_fr3.wav,FR3081.wav,31.95,32.26,FR-participant7,FR,y,k,b,k_b,WorldVowels
FR3082,participant7_fr3.wav,FR3082.wav,33.1,33.55,FR-participant7,FR,y,g,g,g_g,WorldVowels
FR3083,participant7_fr3.wav,FR3083.wav,34.54,35.01,FR-participant7,FR,y,m,v,m_v,WorldVowels
FR3084,participant7_fr3.wav,FR3084.wav,35.9,36.35,FR-participant7,FR,y,b,k,b_k,WorldVowels
FR3085,participant7_fr3.wav,FR3085.wav,37.21,37.72,FR-participant7,FR,y,f,s,f_s,WorldVowels
FR3087,participant7_fr3.wav,FR3087.wav,39.99142,40.35,FR-participant7,FR,y,s,k,s_k,WorldVowels
FR3088,participant7_fr3.wav,FR3088.wav,41.25,41.66,FR-participant7,FR,y,k,s,k_s,WorldVowels
FR3089,participant7_fr3.wav,FR3089.wav,42.55,43.01,FR-participant7,FR,y,f,t,f_t,WorldVowels
FR3090,participant7_fr14.wav,FR3090.wav,4.25,4.64,FR-participant7,FR,ɛ̃,t,ʃ,t_ʃ,WorldVowels
FR3091,participant7_fr14.wav,FR3091.wav,5.64,6.15,FR-participant7,FR,ɛ̃,n,t,n_t,WorldVowels
FR3092,participant7_fr14.wav,FR3092.wav,7.12,7.52,FR-participant7,FR,ɛ̃,l,g,l_g,WorldVowels
FR3093,participant7_fr14.wav,FR3093.wav,8.42,8.93,FR-participant7,FR,ɛ̃,b,f,b_f,WorldVowels
FR3094,participant7_fr14.wav,FR3094.wav,9.77,10.31,FR-participant7,FR,ɛ̃,d,ʃ,d_ʃ,WorldVowels
FR3095,participant7_fr14.wav,FR3095.wav,11.37226,11.75,FR-participant7,FR,ɛ̃,b,b,b_b,WorldVowels
FR3096,participant7_fr14.wav,FR3096.wav,13.24,13.74,FR-participant7,FR,ɛ̃,m,d,m_d,WorldVowels
FR3097,participant7_fr14.wav,FR3097.wav,14.54,15.04,FR-participant7,FR,ɛ̃,k,f,k_f,WorldVowels
FR3099,participant7_fr14.wav,FR3099.wav,17.62,18.32,FR-participant7,FR,ɛ̃,s,b,s_b,WorldVowels
FR3100,participant7_fr14.wav,FR3100.wav,20.09,20.69,FR-participant7,FR,ɛ̃,k,r,k_r,WorldVowels
FR3101,participant7_fr14.wav,FR3101.wav,21.76,22.3,FR-participant7,FR,ɛ̃,d,s,d_s,WorldVowels
FR3102,participant7_fr14.wav,FR3102.wav,23.16,23.87,FR-participant7,FR,ɛ̃,ɡ,s,ɡ_s,WorldVowels
FR3103,participant7_fr14.wav,FR3103.wav,24.93,25.62,FR-participant7,FR,ɛ̃,p,p,p_p,WorldVowels
FR3104,participant7_fr14.wav,FR3104.wav,27.4,28.04,FR-participant7,FR,ɛ̃,z,t,z_t,WorldVowels
FR3105,participant7_fr14.wav,FR3105.wav,29.17,29.79,FR-participant7,FR,ɛ̃,b,s,b_s,WorldVowels
FR3106,participant7_fr14.wav,FR3106.wav,31.21,31.6,FR-participant7,FR,ɛ̃,k,b,k_b,WorldVowels
FR3107,participant7_fr14.wav,FR3107.wav,32.86,33.29,FR-participant7,FR,ɛ̃,g,g,g_g,WorldVowels
FR3108,participant7_fr14.wav,FR3108.wav,34.64,35.14,FR-participant7,FR,ɛ̃,m,v,m_v,WorldVowels
FR3109,participant7_fr14.wav,FR3109.wav,36.27,36.96,FR-participant7,FR,ɛ̃,b,k,b_k,WorldVowels
FR3110,participant7_fr14.wav,FR3110.wav,38.15,38.8,FR-participant7,FR,ɛ̃,f,s,f_s,WorldVowels
FR3112,participant7_fr14.wav,FR3112.wav,43.27,43.8,FR-participant7,FR,ɛ̃,s,k,s_k,WorldVowels
FR3113,participant7_fr14.wav,FR3113.wav,44.89,45.41,FR-participant7,FR,ɛ̃,k,s,k_s,WorldVowels
FR3114,participant7_fr14.wav,FR3114.wav,46.72456,47.26,FR-participant7,FR,ɛ̃,f,t,f_t,WorldVowels
FR3115,participant7_fr14.wav,FR3115.wav,48.35,48.95,FR-participant7,FR,ɛ̃,t,f,t_f,WorldVowels
FR3116,participant7_fr14.wav,FR3116.wav,50.05,50.6,FR-participant7,FR,ɛ̃,s,p,s_p,WorldVowels
FR3117,participant7_fr9.wav,FR3117.wav,0.66,0.92,FR-participant7,FR,a,z,b,z_b,WorldVowels
FR3118,participant7_fr9.wav,FR3118.wav,1.87,2.31,FR-participant7,FR,a,k,r,k_r,WorldVowels
FR3119,participant7_fr9.wav,FR3119.wav,3.3,3.76,FR-participant7,FR,a,d,s,d_s,WorldVowels
FR3120,participant7_fr9.wav,FR3120.wav,4.6,5.1,FR-participant7,FR,a,ɡ,s,ɡ_s,WorldVowels
FR3121,participant7_fr9.wav,FR3121.wav,6.19,6.47,FR-participant7,FR,a,p,p,p_p,WorldVowels
FR3122,participant7_fr9.wav,FR3122.wav,8.2,8.73,FR-participant7,FR,a,z,t,z_t,WorldVowels
FR3123,participant7_fr9.wav,FR3123.wav,9.76823,10.09,FR-participant7,FR,a,b,s,b_s,WorldVowels
FR3124,participant7_fr9.wav,FR3124.wav,11.03,11.37,FR-participant7,FR,a,k,b,k_b,WorldVowels
FR3125,participant7_fr9.wav,FR3125.wav,12.46,12.78,FR-participant7,FR,a,g,g,g_g,WorldVowels
FR3126,participant7_fr9.wav,FR3126.wav,13.67,14.05,FR-participant7,FR,a,m,v,m_v,WorldVowels
FR3127,participant7_fr9.wav,FR3127.wav,14.92,15.37,FR-participant7,FR,a,b,k,b_k,WorldVowels
FR3128,participant7_fr9.wav,FR3128.wav,16.22,16.69,FR-participant7,FR,a,f,s,f_s,WorldVowels
FR3129,participant7_fr9.wav,FR3129.wav,17.58325,18.0,FR-participant7,FR,a,f,f,f_f,WorldVowels
FR3130,participant7_fr9.wav,FR3130.wav,20.00795,20.41,FR-participant7,FR,a,s,k,s_k,WorldVowels
FR3131,participant7_fr9.wav,FR3131.wav,21.92,22.3,FR-participant7,FR,a,k,s,k_s,WorldVowels
FR3132,participant7_fr9.wav,FR3132.wav,23.14,23.61,FR-participant7,FR,a,f,t,f_t,WorldVowels
FR3133,participant7_fr9.wav,FR3133.wav,24.57,24.88,FR-participant7,FR,a,t,f,t_f,WorldVowels
FR3135,participant7_fr9.wav,FR3135.wav,27.08,27.53,FR-participant7,FR,a,l,s,l_s,WorldVowels
FR3136,participant7_fr9.wav,FR3136.wav,28.38252,28.71,FR-participant7,FR,a,s,t,s_t,WorldVowels
FR3137,participant7_fr9.wav,FR3137.wav,29.57,30.13,FR-participant7,FR,a,ts,k,ts_k,WorldVowels
FR3138,participant7_fr9.wav,FR3138.wav,31.0739,31.48,FR-participant7,FR,a,ʃ,t,ʃ_t,WorldVowels
FR3139,participant7_fr9.wav,FR3139.wav,32.45,32.87,FR-participant7,FR,a,p,t,p_t,WorldVowels
FR3140,participant7_fr9.wav,FR3140.wav,34.43,34.88,FR-participant7,FR,a,t,s,t_s,WorldVowels
FR3141,participant7_fr9.wav,FR3141.wav,35.92295,36.31,FR-participant7,FR,a,l,t,l_t,WorldVowels
FR3142,participant7_fr9.wav,FR3142.wav,37.16,37.65,FR-participant7,FR,a,d,k,d_k,WorldVowels
FR3143,participant7_fr9.wav,FR3143.wav,38.54,39.01,FR-participant7,FR,a,f,z,f_z,WorldVowels
FR3144,participant7_fr9.wav,FR3144.wav,39.81,40.31,FR-participant7,FR,a,d,g,d_g,WorldVowels
FR3145,participant7_fr9.wav,FR3145.wav,41.20136,41.62000,FR-participant7,FR,a,t,t,t_t,WorldVowels
FR3146,participant7_fr9.wav,FR3146.wav,42.46,42.98,FR-participant7,FR,a,ks,d,ks_d,WorldVowels
FR3148,participant7_fr10.wav,FR3148.wav,1.41,1.88,FR-participant7,FR,u,t,ʃ,t_ʃ,WorldVowels
FR3149,participant7_fr10.wav,FR3149.wav,2.68,3.0,FR-participant7,FR,u,n,t,n_t,WorldVowels
FR3150,participant7_fr10.wav,FR3150.wav,4.00488,4.36000,FR-participant7,FR,u,l,g,l_g,WorldVowels
FR3151,participant7_fr10.wav,FR3151.wav,5.61,6.06,FR-participant7,FR,u,b,f,b_f,WorldVowels
FR3152,participant7_fr10.wav,FR3152.wav,6.82,7.27,FR-participant7,FR,u,d,ʃ,d_ʃ,WorldVowels
FR3153,participant7_fr10.wav,FR3153.wav,8.14,8.4,FR-participant7,FR,u,z,b,z_b,WorldVowels
FR3154,participant7_fr10.wav,FR3154.wav,9.33,9.71,FR-participant7,FR,u,m,d,m_d,WorldVowels
FR3155,participant7_fr10.wav,FR3155.wav,10.7,11.03,FR-participant7,FR,u,k,f,k_f,WorldVowels
FR3157,participant7_fr10.wav,FR3157.wav,13.27,13.68,FR-participant7,FR,u,s,b,s_b,WorldVowels
FR3158,participant7_fr10.wav,FR3158.wav,14.65,14.98,FR-participant7,FR,u,k,r,k_r,WorldVowels
FR3159,participant7_fr10.wav,FR3159.wav,15.85,16.31,FR-participant7,FR,u,d,s,d_s,WorldVowels
FR3160,participant7_fr10.wav,FR3160.wav,17.13,17.51,FR-participant7,FR,u,ɡ,s,ɡ_s,WorldVowels
FR3161,participant7_fr10.wav,FR3161.wav,19.07,19.49,FR-participant7,FR,u,p,p,p_p,WorldVowels
FR3162,participant7_fr10.wav,FR3162.wav,20.42,20.67,FR-participant7,FR,u,z,t,z_t,WorldVowels
FR3163,participant7_fr10.wav,FR3163.wav,21.67,22.1,FR-participant7,FR,u,b,s,b_s,WorldVowels
FR3164,participant7_fr10.wav,FR3164.wav,23.04,23.3,FR-participant7,FR,u,k,b,k_b,WorldVowels
FR3165,participant7_fr10.wav,FR3165.wav,24.28,24.87,FR-participant7,FR,u,g,g,g_g,WorldVowels
FR3166,participant7_fr10.wav,FR3166.wav,25.71,26.05,FR-participant7,FR,u,m,v,m_v,WorldVowels
FR3167,participant7_fr10.wav,FR3167.wav,26.97,27.44,FR-participant7,FR,u,b,k,b_k,WorldVowels
FR3168,participant7_fr10.wav,FR3168.wav,28.36387,28.73000,FR-participant7,FR,u,f,s,f_s,WorldVowels
FR3170,participant7_fr10.wav,FR3170.wav,30.84,31.7,FR-participant7,FR,u,s,k,s_k,WorldVowels
FR3171,participant7_fr10.wav,FR3171.wav,33.63,34.24,FR-participant7,FR,u,k,s,k_s,WorldVowels
FR3172,participant7_fr10.wav,FR3172.wav,35.97,36.54,FR-participant7,FR,u,f,t,f_t,WorldVowels
FR3173,participant7_fr10.wav,FR3173.wav,37.65,37.98,FR-participant7,FR,u,t,f,t_f,WorldVowels
FR3174,participant7_fr10.wav,FR3174.wav,39.01,39.47,FR-participant7,FR,u,s,p,s_p,WorldVowels
FR3175,participant7_fr10.wav,FR3175.wav,40.51305,40.98000,FR-participant7,FR,u,l,s,l_s,WorldVowels
FR3176,participant7_fr10.wav,FR3176.wav,43.31,43.73,FR-participant7,FR,u,s,t,s_t,WorldVowels
FR3177,participant7_fr2.wav,FR3177.wav,0.6,1.03,FR-participant7,FR,i,t,ʃ,t_ʃ,WorldVowels
FR3178,participant7_fr2.wav,FR3178.wav,1.82,2.21,FR-participant7,FR,i,n,t,n_t,WorldVowels
FR3179,participant7_fr2.wav,FR3179.wav,3.01,3.42,FR-participant7,FR,i,l,g,l_g,WorldVowels
FR3180,participant7_fr2.wav,FR3180.wav,4.2,4.64,FR-participant7,FR,i,b,f,b_f,WorldVowels
FR3181,participant7_fr2.wav,FR3181.wav,5.4,5.85,FR-participant7,FR,i,d,ʃ,d_ʃ,WorldVowels
FR3182,participant7_fr2.wav,FR3182.wav,6.7,7.06,FR-participant7,FR,i,z,b,z_b,WorldVowels
FR3183,participant7_fr2.wav,FR3183.wav,7.92,8.33,FR-participant7,FR,i,m,d,m_d,WorldVowels
FR3184,participant7_fr2.wav,FR3184.wav,9.17,9.65,FR-participant7,FR,i,k,f,k_f,WorldVowels
FR3186,participant7_fr2.wav,FR3186.wav,11.83,12.19,FR-participant7,FR,i,s,b,s_b,WorldVowels
FR3187,participant7_fr2.wav,FR3187.wav,13.03,13.44,FR-participant7,FR,i,k,r,k_r,WorldVowels
FR3188,participant7_fr2.wav,FR3188.wav,14.38,14.75,FR-participant7,FR,i,d,s,d_s,WorldVowels
FR3189,participant7_fr2.wav,FR3189.wav,16.12,16.54,FR-participant7,FR,i,ɡ,s,ɡ_s,WorldVowels
FR3190,participant7_fr2.wav,FR3190.wav,17.44,17.83,FR-participant7,FR,i,p,p,p_p,WorldVowels
FR3191,participant7_fr2.wav,FR3191.wav,18.82,19.24,FR-participant7,FR,i,z,t,z_t,WorldVowels
FR3192,participant7_fr2.wav,FR3192.wav,20.03,20.48,FR-participant7,FR,i,b,s,b_s,WorldVowels
FR3193,participant7_fr2.wav,FR3193.wav,21.77,22.07,FR-participant7,FR,i,k,b,k_b,WorldVowels
FR3194,participant7_fr2.wav,FR3194.wav,22.97,23.39,FR-participant7,FR,i,g,g,g_g,WorldVowels
FR3195,participant7_fr2.wav,FR3195.wav,25.02,25.42,FR-participant7,FR,i,m,v,m_v,WorldVowels
FR3196,participant7_fr2.wav,FR3196.wav,26.36,26.76,FR-participant7,FR,i,b,k,b_k,WorldVowels
FR3197,participant7_fr2.wav,FR3197.wav,27.64,28.12,FR-participant7,FR,i,f,s,f_s,WorldVowels
FR3199,participant7_fr2.wav,FR3199.wav,30.25,30.69,FR-participant7,FR,i,s,k,s_k,WorldVowels
FR3200,participant7_fr2.wav,FR3200.wav,31.62,32.01,FR-participant7,FR,i,k,s,k_s,WorldVowels
FR3201,participant7_fr2.wav,FR3201.wav,32.82,33.14,FR-participant7,FR,i,f,t,f_t,WorldVowels
FR3202,participant7_fr2.wav,FR3202.wav,34.98,35.32,FR-participant7,FR,i,t,f,t_f,WorldVowels
FR3203,participant7_fr2.wav,FR3203.wav,36.12000,36.63000,FR-participant7,FR,i,s,t,s_t,WorldVowels
FR3204,participant7_fr2.wav,FR3204.wav,37.52,37.94,FR-participant7,FR,i,l,s,l_s,WorldVowels
FR3205,participant7_fr2.wav,FR3205.wav,38.84,39.28,FR-participant7,FR,i,s,t,s_t,WorldVowels
FR3206,participant7_fr2.wav,FR3206.wav,40.37000,40.74827,FR-participant7,FR,i,ts,k,ts_k,WorldVowels
FR3207,participant7_fr2.wav,FR3207.wav,42.44,43.07,FR-participant7,FR,i,ʃ,t,ʃ_t,WorldVowels
FR3208,participant7_fr2.wav,FR3208.wav,44.05,44.65,FR-participant7,FR,i,p,t,p_t,WorldVowels
FR3209,participant7_fr2.wav,FR3209.wav,45.86,46.28,FR-participant7,FR,i,t,s,t_s,WorldVowels
FR3210,participant7_fr2.wav,FR3210.wav,47.35,47.73,FR-participant7,FR,i,l,t,l_t,WorldVowels
FR3211,participant7_fr2.wav,FR3211.wav,48.89,49.19,FR-participant7,FR,i,d,k,d_k,WorldVowels
FR3212,participant7_fr12.wav,FR3212.wav,0.32,0.8,FR-participant7,FR,o,b,k,b_k,WorldVowels
FR3213,participant7_fr12.wav,FR3213.wav,1.55,2.1,FR-participant7,FR,o,f,s,f_s,WorldVowels
FR3215,participant7_fr12.wav,FR3215.wav,5.43,5.84,FR-participant7,FR,o,s,k,s_k,WorldVowels
FR3216,participant7_fr12.wav,FR3216.wav,6.67,7.18,FR-participant7,FR,o,k,s,k_s,WorldVowels
FR3217,participant7_fr12.wav,FR3217.wav,8.16419,8.7,FR-participant7,FR,o,f,s,f_s,WorldVowels
FR3218,participant7_fr12.wav,FR3218.wav,9.81,10.16,FR-participant7,FR,o,t,f,t_f,WorldVowels
FR3219,participant7_fr12.wav,FR3219.wav,11.2044,11.6,FR-participant7,FR,o,s,p,s_p,WorldVowels
FR3220,participant7_fr12.wav,FR3220.wav,13.25,13.66,FR-participant7,FR,o,l,s,l_s,WorldVowels
FR3221,participant7_fr12.wav,FR3221.wav,14.48,14.92,FR-participant7,FR,o,s,t,s_t,WorldVowels
FR3222,participant7_fr12.wav,FR3222.wav,15.75,16.19,FR-participant7,FR,o,ts,k,ts_k,WorldVowels
FR3223,participant7_fr12.wav,FR3223.wav,17.11696,17.50864,FR-participant7,FR,ɑ̃,ʃ,t,ʃ_t,WorldVowels
FR3224,participant7_fr12.wav,FR3224.wav,19.32,19.83,FR-participant7,FR,o,p,t,p_t,WorldVowels
FR3225,participant7_fr12.wav,FR3225.wav,20.73537,21.12,FR-participant7,FR,o,t,s,t_s,WorldVowels
FR3226,participant7_fr12.wav,FR3226.wav,21.97,22.42,FR-participant7,FR,o,l,t,l_t,WorldVowels
FR3227,participant7_fr12.wav,FR3227.wav,23.45,23.8,FR-participant7,FR,o,d,k,d_k,WorldVowels
FR3228,participant7_fr12.wav,FR3228.wav,24.81,25.43,FR-participant7,FR,o,f,z,f_z,WorldVowels
FR3229,participant7_fr12.wav,FR3229.wav,27.02,27.58,FR-participant7,FR,o,d,g,d_g,WorldVowels
FR3230,participant7_fr12.wav,FR3230.wav,29.42,29.84,FR-participant7,FR,o,t,t,t_t,WorldVowels
FR3231,participant7_fr12.wav,FR3231.wav,30.69,31.16,FR-participant7,FR,o,ks,d,ks_d,WorldVowels
FR3232,participant7_fr12.wav,FR3232.wav,32.01434,32.36873,FR-participant7,FR,o,ʃ,v,ʃ_v,WorldVowels
FR3233,participant7_fr12.wav,FR3233.wav,34.52,34.95,FR-participant7,FR,ɔ,t,ʃ,t_ʃ,WorldVowels
FR3234,participant7_fr12.wav,FR3234.wav,35.84,36.3,FR-participant7,FR,ɔ,n,t,n_t,WorldVowels
FR3235,participant7_fr12.wav,FR3235.wav,37.18,37.63,FR-participant7,FR,ɔ,l,g,l_g,WorldVowels
FR3236,participant7_fr12.wav,FR3236.wav,38.54,39.11,FR-participant7,FR,ɔ,b,f,b_f,WorldVowels
FR3237,participant7_fr12.wav,FR3237.wav,39.99505,40.43,FR-participant7,FR,ɔ,d,ʃ,d_ʃ,WorldVowels
FR3239,participant7_fr12.wav,FR3239.wav,42.58,42.98,FR-participant7,FR,ɔ,m,d,m_d,WorldVowels
FR3240,participant7_fr11.wav,FR3240.wav,0.51,1.03,FR-participant7,FR,u,ts,k,ts_k,WorldVowels
FR3241,participant7_fr11.wav,FR3241.wav,2.17702,2.55,FR-participant7,FR,u,ʃ,t,ʃ_t,WorldVowels
FR3242,participant7_fr11.wav,FR3242.wav,3.53,3.95,FR-participant7,FR,u,p,t,p_t,WorldVowels
FR3243,participant7_fr11.wav,FR3243.wav,4.88,5.43,FR-participant7,FR,u,t,s,t_s,WorldVowels
FR3244,participant7_fr11.wav,FR3244.wav,6.39229,6.84,FR-participant7,FR,u,l,t,l_t,WorldVowels
FR3245,participant7_fr11.wav,FR3245.wav,8.04,8.71,FR-participant7,FR,u,d,k,d_k,WorldVowels
FR3246,participant7_fr11.wav,FR3246.wav,10.82,11.32,FR-participant7,FR,u,f,z,f_z,WorldVowels
FR3247,participant7_fr11.wav,FR3247.wav,13.2,13.66,FR-participant7,FR,u,d,g,d_g,WorldVowels
FR3248,participant7_fr11.wav,FR3248.wav,15.18,15.55,FR-participant7,FR,u,t,t,t_t,WorldVowels
FR3249,participant7_fr11.wav,FR3249.wav,16.58,17.26,FR-participant7,FR,u,ks,d,ks_d,WorldVowels
FR3251,participant7_fr11.wav,FR3251.wav,20.58615,20.97,FR-participant7,FR,o,t,ʃ,t_ʃ,WorldVowels
FR3252,participant7_fr11.wav,FR3252.wav,21.73,22.07,FR-participant7,FR,o,n,t,n_t,WorldVowels
FR3253,participant7_fr11.wav,FR3253.wav,22.81,23.12,FR-participant7,FR,o,l,g,l_g,WorldVowels
FR3254,participant7_fr11.wav,FR3254.wav,23.92,24.33,FR-participant7,FR,o,b,f,b_f,WorldVowels
FR3255,participant7_fr11.wav,FR3255.wav,25.13,25.55,FR-participant7,FR,o,d,ʃ,d_ʃ,WorldVowels
FR3257,participant7_fr11.wav,FR3257.wav,27.56185,27.83,FR-participant7,FR,o,m,d,m_d,WorldVowels
FR3258,participant7_fr11.wav,FR3258.wav,28.71825,29.06,FR-participant7,FR,o,k,f,k_f,WorldVowels
FR3260,participant7_fr11.wav,FR3260.wav,31.75,32.12,FR-participant7,FR,o,s,b,s_b,WorldVowels
FR3261,participant7_fr11.wav,FR3261.wav,33.04,33.5,FR-participant7,FR,o,k,r,k_r,WorldVowels
FR3262,participant7_fr11.wav,FR3262.wav,34.36,34.83,FR-participant7,FR,o,d,s,d_s,WorldVowels
FR3263,participant7_fr11.wav,FR3263.wav,35.62,36.07,FR-participant7,FR,o,ɡ,s,ɡ_s,WorldVowels
FR3264,participant7_fr11.wav,FR3264.wav,36.87,37.57,FR-participant7,FR,o,p,p,p_p,WorldVowels
FR3265,participant7_fr11.wav,FR3265.wav,39.21,39.61,FR-participant7,FR,o,z,t,z_t,WorldVowels
FR3266,participant7_fr11.wav,FR3266.wav,40.54,41.0,FR-participant7,FR,o,b,s,b_s,WorldVowels
FR3267,participant7_fr11.wav,FR3267.wav,42.06,42.38,FR-participant7,FR,o,k,b,k_b,WorldVowels
FR3268,participant7_fr11.wav,FR3268.wav,43.36,43.86,FR-participant7,FR,o,g,g,g_g,WorldVowels
FR3269,participant7_fr11.wav,FR3269.wav,44.86,45.18,FR-participant7,FR,o,m,v,m_v,WorldVowels
FR3270,participant7_fr16.wav,FR3270.wav,0.51,1.02,FR-participant7,FR,œ̃,z,t,z_t,WorldVowels
FR3271,participant7_fr16.wav,FR3271.wav,2.65,3.28,FR-participant7,FR,œ̃,b,s,b_s,WorldVowels
FR3272,participant7_fr16.wav,FR3272.wav,4.45,4.84,FR-participant7,FR,œ̃,k,b,k_b,WorldVowels
FR3273,participant7_fr16.wav,FR3273.wav,6.15,6.62,FR-participant7,FR,œ̃,g,g,g_g,WorldVowels
FR3274,participant7_fr16.wav,FR3274.wav,8.57,9.14,FR-participant7,FR,œ̃,m,v,m_v,WorldVowels
FR3275,participant7_fr16.wav,FR3275.wav,10.32,10.92,FR-participant7,FR,œ̃,b,k,b_k,WorldVowels
FR3276,participant7_fr16.wav,FR3276.wav,11.93,12.57,FR-participant7,FR,œ̃,f,s,f_s,WorldVowels
FR3277,participant7_fr16.wav,FR3277.wav,13.69,14.32,FR-participant7,FR,œ̃,f,f,f_f,WorldVowels
FR3278,participant7_fr16.wav,FR3278.wav,15.35,16.0,FR-participant7,FR,œ̃,s,k,s_k,WorldVowels
FR3279,participant7_fr16.wav,FR3279.wav,17.21,17.77,FR-participant7,FR,œ̃,k,s,k_s,WorldVowels
FR3280,participant7_fr16.wav,FR3280.wav,18.78,19.41,FR-participant7,FR,œ̃,f,t,f_t,WorldVowels
